SMILES,logP,tPSA,MW,SweetSpot
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21,0.9318,151.13,385.1862376,No
C=C(C)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCCCC2)CC1,5.9832,76.1,557.289007,No
COc1cc2ncc3c(N)nc(-c4cncc(OC[C@H](N)Cc5cccc(C(F)(F)F)c5)c4)cc3c2cc1OC,5.412,118.4,549.1987744,No
COc1ccc(NC(=O)Nc2ccc(-c3nc(CS(C)(=O)=O)cc(N4CCOC[C@@H]4C)n3)cc2)cc1,3.5659,122.75,511.18894,No
N#Cc1ccc(-c2c(-c3ncn[nH]3)sc(N3CCOCC3)c2C#N)c(F)c1,2.91926,101.62,380.0855583,No
Nc1cc2cc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)ccc2cn1,4.3091,102.84,409.1902604,Yes
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3cccnc3)cccc21,1.8003,91.42,417.1800896,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCOc2c(Cl)cccc21,1.228,87.76,390.1094828,No
CC(C)(C)c1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,6.6031,84.73,486.2168095,No
Nc1cc(CO)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,-0.3187,122.75,373.1862376,No
N[C@H](COc1cncc(-c2ccc(C(=O)O)cc2)c1)Cc1c[nH]c2ccccc12,3.8769,101.23,387.1582915,Yes
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2ccccc2)C3)cc1,3.3201,99.69,486.2379388,No
Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,4.5338,97.97,434.0074235,No
C[C@H]1COC[C@@H](C)N1c1nc(-c2cnc(N)cc2C(F)F)nc(N2[C@@H](C)COC[C@H]2C)n1,2.6806,102.52,449.2350796,No
COc1cccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,4.5404,111.03,510.1474096,No
COc1ccc(-c2ccc3ncnc(O[C@H]4CCN(C(C)=O)C4)c3c2)cc1OC,3.3136,73.78,393.1688562,No
NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccc(Br)cc2-3)cc1,4.2745,81.65,418.0541566,Yes
CN(C)CC[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.7182,103.17,455.2200363,No
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)NCCO)cc2)n1,1.0271,133.75,449.17329,No
NC1(C(=O)NC(CCCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.0326,103.17,509.2669865,No
Cc1cc(C(C)Nc2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1,4.11112,54.71,364.1786926,No
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(C(F)(F)F)ccc3[nH]2)[nH]1,2.0924,86.9,379.1256094,No
O=c1[nH]c(-c2ccccc2)cn1C1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.0472,96.66,566.2542576,No
CCCOc1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2,4.3991,93.37,435.1228803,No
NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.7588,120.16,414.1571017,No
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCO)CC3)c2=O)cn1,2.20282,125.38,411.1906543,No
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1,5.8073,72.86,514.1904358,No
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1,4.1842,76.1,461.2703222,No
CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)c3c(ncn3C)n2)cc1,2.7869,97.2,409.2226231,No
CO[C@H]1CC[C@H](N2CC(=O)Nc3ncc(-c4ccc(-c5nc[nH]n5)nc4C)nc32)CC1,2.34822,121.81,420.202222,No
C[C@@H](O)CNC(=O)c1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1,4.1802,144.97,533.2539232,No
CC(C)NC[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2[C@H](C)OC3)CC1,3.2267,70.59,457.2244529,No
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2cccc(C#N)c2)CC1,5.53988,96.65,521.1951066,No
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,2.2495,115.93,478.2328534,No
Fc1cccc(F)c1-c1nnc2n1-c1cccnc1Nc1ccccc1-2,4.3315,55.63,347.0982518,No
O=C(c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,3.5826,75.46,507.2169493,No
CC(C(=O)N1CCc2c(F)cccc21)c1nc(N2CCOCC2)c(F)c(=O)n1C,1.5879,67.67,404.165997,No
CC(=O)Nc1nc(C)c(-c2cnc(C(C)(C)O)o2)s1,2.29232,88.25,281.0834123,No
NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,3.8524,82,343.1684623,Yes
NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.8789,112.4,511.246251,No
Cc1ccc(S(=O)(=O)NC2(c3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CCC2)cc1,5.71942,101.8,534.1837951,No
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)n1,3.6964,113.52,499.1689535,No
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12,4.03962,89.71,437.0851224,No
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,3.5573,113.52,481.1783753,No
CCC[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1ccccc1C2=O,2.2452,69.67,312.0997736,No
CS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)c(Br)c1,4.4307,92.36,525.0357892,No
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cccc(F)c4)cn23)n1,3.34972,122.7,401.1512697,No
FC(F)(F)c1cc(Br)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,2.3881,76.5,474.0626706,No
C[C@H]1C[C@@H](C)CN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)C1,5.12768,68.6,395.2109958,No
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1.1268,78.53,354.1691906,No
OCc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCCCC4)cc3)cc12,4.2563,65.04,372.1950114,No
CO[C@H]1C[C@@H](n2c(=O)[nH]c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,3.6202,85.27,447.2270398,No
COCCNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,2.7991,137.21,550.2427851,No
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)Nc1ccc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)C(C)C)cc1,2.19137,207.4,670.3591166,No
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCN2CCCC2)CC1,4.41202,76.1,477.3016224,No
CN(C)CCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,3.0565,122.43,577.2900696,No
N#Cc1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2cnccc2c1,4.59858,100.61,419.1746103,Yes
CCc1ccc(OC(C)=O)c(Cc2cc(CCCl)ccc2OC(C)=O)c1,4.4717,52.6,374.1284869,No
Nc1ncccc1-c1nc2cc(Br)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,4.7572,98.72,498.0803713,No
NC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,-0.296,137.55,340.1396218,No
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(OC)c3)c2)cnc1N,2.5482,136.3,447.0768027,No
Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,5.0567,111.61,497.1964084,No
CC(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5cnc6[nH]ncc6c5)nc4c32)CC1,2.4049,114.59,442.1865719,No
NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,5.3017,51.8,351.1735477,No
CCn1nc(C2CCN(C(=O)CC(=O)O)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,1.8654,179.04,483.2342504,No
C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC(C)(C)N)CC3)c21,4.2118,75.35,491.1921875,No
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,3.258,75.46,481.2012992,No
Cc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)C(C)(C)O)CC2)c(=O)n4C)cn1,2.58802,106.14,460.2222888,No
CN(C)C(=O)c1cc(CN2CCOc3ccccc32)c2oc(N3CCOCC3)cc(=O)c2c1,2.7304,75.46,449.195071,No
CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cnn(CC(C)(C)O)c3)cc1OCC2,3.4163,95.81,433.2226231,No
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cc1F,1.87742,148.24,456.1921315,No
CCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN(CCN)C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCCN)CC(N)=O,-4.75236,477.32,1032.666866,No
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(S(C)(=O)=O)C3)cc1,1.4393,116.76,460.1892744,No
CCOc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CCO)CC1,3.14482,102.32,440.2336024,No
[C-]#[N+]c1cccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,5.56209,83.54,538.2229575,No
N[C@H](COc1cncc(-c2ccc3c(c2)C(c2cccnc2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,4.6577,105.92,475.200825,No
Cc1nc(N)c(-c2nc(C(=O)NCCN(C)C)nn2C)nc1-c1cnn2ccccc12,0.76882,132.15,420.2134554,No
O=C(Nc1ccc(F)cc1)C(F)(F)c1nc(N2CCOCC2)cc(=O)[nH]1,1.4761,87.32,368.109625,No
COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,2.43672,60.03,243.1007767,No
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,6.01022,41.49,468.2325398,No
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)Nc3cnn(C)c3)cc2)n1,2.2908,131.34,485.1845233,No
N[C@H](COc1cncc(-c2ccc3[nH]nc(Cl)c3c2)c1)Cc1c[nH]c2ccccc12,4.7084,92.61,417.1356379,Yes
CC(=O)Nc1nc(C)c(-c2cc(Cl)c3c(c2)CN([C@H](C)C2CC2)C3=O)s1,4.48462,62.3,389.0964756,No
CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CCCOC3)c(=O)n2C)cn1,3.7713,74.41,479.233268,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(CO)c1,0.4191,107.55,362.1390333,No
CCCCCCCCCCCCC[C@@]1(C(=O)OCC)CCC[C@H]1OP(=O)([O-])OCC[N+](C)(C)C,5.9973,84.89,505.353225,No
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(F)cc2)CC1,5.8319,76.1,571.2482851,No
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2C2CCNCC2)CC1,3.4876,127.98,532.2322204,No
COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1,2.705,102.66,426.0798042,No
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN(C)C)cc4)cc3)nc21,2.6802,142.43,558.2815349,No
c1cnc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)cn1,5.221,70.59,420.2062448,No
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(N(C)CCC(F)(F)F)CC4)c3)c(=O)n12,5.602,115.58,624.2606634,No
CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,3.6976,124.85,462.2855577,No
CCC[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cccc1C2=O,1.9508,89.9,328.0946882,No
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1C=O,3.9824,93.17,517.2213214,No
CCS(=O)(=O)C(C)(C)c1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,2.646,111.3,459.1551953,No
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,1.9699,174.44,525.1947516,No
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CCN2CCCC(F)(F)C2)CC1,5.7577,76.1,581.2701634,No
Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2-c2ccncc2)CC1,5.0632,85.75,497.1951066,No
CC(Nc1ccc(Cl)cc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.649,91.21,498.2146165,No
COc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)ccc1F,0.9458,85.69,376.1546834,No
O=C(c1ccccc1F)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.1504,79.18,531.2182867,No
CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,5.8023,71.95,409.1857692,No
CC(C)(C)c1nc2c(s1)CCc1nc(NC(=O)N3CCC[C@H]3C(N)=O)sc1-2,3.1443,101.21,405.129317,Yes
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCCC3)CC2)c1-c1ccccc1F,6.7562,76.1,611.2795852,No
N[C@H](COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1ccccc1,3.192,77.24,359.1633769,No
Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CC1CCOCC1)C(=O)CN2,1.81722,121.81,406.1865719,No
O=c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4F)c3)cn12,3.3498,93.43,430.0302671,No
CCCN1CCCCC1c1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,2.6753,81.77,465.27399,No
Nc1ncnc(N2CCC(c3nc(-c4ccnc(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1Cl,4.0792,88.99,506.1921052,No
O=C1C[C@H]2OC3(CCCC3)C3=C(C(=O)c4ccccc4C3=O)[C@H]2O1,2.3893,69.67,324.0997736,No
NC(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,5.9634,60.91,431.1245468,No
C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CCC2)nc(-c2ccc(NC(=O)NCCO)cc2)n1,1.9063,133.75,489.2045901,No
CC1(C)O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1ccccc1C2=O,1.8551,69.67,298.0841235,No
CC1CN(c2cc(=O)[nH]c(CC(=O)N3CCc4c(F)cccc43)n2)CCO1,1.2659,78.53,372.1597688,No
COCCN(C)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,3.7993,84.25,501.2075275,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2ccccc21,0.7383,78.53,340.1535405,No
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C(=O)O,4.2582,113.4,547.231886,No
O=S(=O)(Nc1cc(-c2ccc3ncc(NCCN4CCCCC4)nc3c2)cnc1Cl)c1ccc(F)cc1,5.1829,100.11,540.151051,No
CCN(CC)n1c(=O)c(-c2cn[nH]c2)cc2c(C)nc(N)nc21,1.05002,105.72,313.1651082,No
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCNCCc3ccc(OC)cc3)c21,2.8156,146.37,519.2594025,No
CC(C)n1nc(N)nc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCO)c3)ccc1-2,3.0224,116.9,437.163394,No
N[C@H](COc1cncc(-c2cc3c(Cl)n[nH]c3cn2)c1)Cc1ccccc1,3.6221,89.71,379.1199879,Yes
NC(=O)C1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,-0.4078,121.62,383.1593542,No
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,5.17582,63.61,511.2383534,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccnc1,0.1827,100.21,315.1331394,No
COCCN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,3.1413,128.42,564.2584351,No
C[C@H](Nc1ncnc2[nH]cc(F)c12)c1nn2cccc2c(=O)n1-c1ccccc1,3.0687,92.9,389.1400364,Yes
COCCNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,2.75592,117.7,492.150112,No
CCc1c(N)ncnc1N1CCC(c2nc(-c3cncc(C)c3)cn2CCN2CCC2)CC1,3.27782,88.99,446.2906431,No
CC(C)Cn1ncnc1-c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2,3.3634,83.03,368.1306969,Yes
CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)OC3)cc1,3.2754,88.61,411.2270398,Yes
Cc1cc(-c2cn(CCN(C)C(C)C)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F,3.19292,119.19,494.291786,No
NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,3.6425,103.17,495.2513364,No
Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(C4CC4)nc4ccccc43)nc21,3.3991,97.36,530.3117725,No
CN1CCN(c2ccc(-c3cnc4[nH]c5cnc(C(=O)O)cc5c4c3)cc2)CC1,3.2281,85.35,387.1695249,Yes
COCCOc1cc(F)ccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0.952,105.78,406.1652481,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(F)cc(F)cc21,1.0165,78.53,376.1346969,No
Cc1nccc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,3.57312,75.86,317.1276601,No
CCN(c1nccc(-c2ccc3nc(NC(C)=O)sc3c2)n1)S(=O)(=O)c1ccc(OC)cc1,3.9355,114.38,483.1034962,No
Nc1nccnc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,4.4646,108.53,433.2014937,No
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)F)cccc21,1.3397,87.76,406.1452616,No
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2C2CCNCC2)CC1,4.9511,84.89,517.2577069,No
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,-0.3177,135.08,473.1957567,No
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@@H]2CC[C@H](C3)N2C)cc1,3.2015,82.62,436.2586743,No
O=C1C[C@H]2OCC3=C(C(=O)c4ccccc4C3=O)[C@H]2O1,1.0765,69.67,270.0528234,No
Cc1cc(-c2cn(CCNC3CC3)c(C3CCN(c4ncnc(N)c4-c4cn[nH]c4)CC3)n2)ccc1F,3.89592,113.57,501.2764702,No
Cc1cc(C)cc(C(=O)NC(=S)Nc2cc(-c3ccccc3)ccc2O)c1,4.80284,61.36,376.1245489,No
COCCS(=O)(=O)Nc1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,3.21932,117.7,492.150112,No
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN(C)C)c3)c(=O)n12,3.7388,112.34,473.1997795,No
Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,4.1664,74.41,487.2583399,No
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,4.1648,74.41,487.2583399,No
CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,1.9511,100.47,383.1957397,No
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CC2CN(C)C2)CC1,3.87782,76.1,463.2859723,No
Nc1nc2c(c(-c3c(Cl)cc(Cl)cc3OCCCC(F)(F)F)n1)CN(C(=O)NC1CCC1)C2,5.3316,93.37,503.110265,No
CC(Nc1cccc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.5451,79.18,439.2019679,No
O=c1[nH]c2ncc(-c3ccc(-c4ncc[nH]4)cc3)nc2n1CC1CCOCC1,2.6033,101.48,376.1647739,No
C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC4(N)CC4)CC3)c21,3.9658,75.35,489.1765374,No
Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)c(F)c4)cn3CCN3CCCC3)CC2)c1C1CCC1,5.8275,76.1,557.289007,No
CN(CCc1ccccc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.7278,58.87,458.2218948,No
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)c(F)cc1C,2.5612,116.37,395.150601,No
C=C(C)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN(C)C)CC1,5.0589,76.1,517.2577069,No
CC(C)(O)C1CCN(Cc2ccc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1.8835,126.41,464.2648223,No
CC(C)NCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,4.33388,108.68,516.2373058,No
CCCCc1ccc(-c2ccc(-c3cc(C(F)(F)F)nn3-c3ccc(S(N)(=O)=O)cc3)cc2)cc1,6.2151,77.98,499.1541327,No
O=S(=O)(Nc1cc(-c2ccc3ncncc3c2)cnc1Cl)c1ccc(F)cc1,4.2851,84.84,414.0353525,Yes
CC(=O)Nc1nc(C)c(-c2cc(Cl)c3c(c2)CN([C@@H](C)C2CC2)C3=O)s1,4.48462,62.3,389.0964756,No
Cc1cc(-c2cn(CCO)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,2.6178,116.88,421.2026366,No
CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2([S@](C)(=N)=O)CC2)n1,2.74797,109.02,441.1946941,No
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C=O,4.3725,93.17,531.2369714,No
CN1CCN(c2ccc(-c3cncc(-c4ccc(-c5nnn[nH]5)cc4)n3)cc2)CC1,2.7425,86.72,398.1967427,No
CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,0.3357,135.08,507.1567844,No
